Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	n_markers	dS_sum	dN_sum	dS_ratesmean	dN_ratesmean	dNdS_ratesmean	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp	n_markers_phylter_noshortbr	dN_CM_phylter_noshortbr	dS_CM_phylter_noshortbr	dNdS_CM_phylter_noshortbr	n_markers_phylter_noshortbr_gcpoor	dN_CM_phylter_noshortbr_gcpoor	dS_CM_phylter_noshortbr_gcpoor	dNdS_CM_phylter_noshortbr_gcpoor	n_markers_phylter_noshortbr_gcrich	dN_CM_phylter_noshortbr_gcrich	dS_CM_phylter_noshortbr_gcrich	dNdS_CM_phylter_noshortbr_gcrich	brlen_coevol_gcpoor	dS_coevol_gcpoor	dNdS_coevol_gcpoor	brlen_coevol_gcrich	dS_coevol_gcrich	dNdS_coevol_gcrich
Mammalia	Mirza_zaza	339999	Chordata	Mammalia	Primates	Cheirogaleidae	GCA_008750895.1	9	2861407789.50679	729	11.5674307466838	1.97023389669267	0.015867531888455	0.002702652807535	0.170325972970057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473060352	16.65	62421688	2.19	70808	NA	67341908	2.37	89592	NA	216648624	7.62	37615288	1.32	57916	NA	85491828	3	3298544	0.11	0.380680228019267	1.38958201377739	0.486657141314008	NA	5.24137931034483	0.001728311410292	0.001040914826653	0.000196399023897	0.244732823677866	2.73271565840318	10892814	39761608	13925245	NA	149977236	49454	29785	5620	7002804	78194139	227	0.105273869181136	0.105273869181136	0.172641247131131	13	0.0634189545900114	0.0634189545900114	0.124280950034553	19	0.174783600631205	0.174783600631205	0.14011620133098	0.0296544	0.0480523	0.180837	0.0202034	0.0731785	0.167455
Mammalia	Aeorestes_cinereus	257879	Chordata	Mammalia	Chiroptera	Vespertilionidae	GCA_011751065.1	12.6	2606895198.92491	785	59.8506763331163	8.69704290738801	0.076242899787409	0.011079035550813	0.145312358025531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	681281388	26.31	45613116	1.76	145047700	5.6	43749384	1.69	331920	0.01	296889032	11.46	79867272	3.08	17668	NA	65430348	2.52	4334552	0.16	0.697792554243181	3.83223168902908	0.826417909864044	NA	8.24801402016376	0.006257449732907	0.591872181160122	0.000325908840256	0.42092213081807	1.8693913804499	18190721	99902264	21543849	NA	215017081	163125	15429487	8496	10972999	48733074	688	0.217207473214151	0.217207473214151	0.147258616345309	47	0.149551543896825	0.149551543896825	0.161135031682524	44	0.299370569063049	0.299370569063049	0.105006384699412	0.18038	0.285912	0.162397	0.1503	0.577164	0.129539
Mammalia	Pipistrellus_kuhlii	59472	Chordata	Mammalia	Chiroptera	Vespertilionidae	GCA_014108245.1	8.5	1995120000	841	28.9274227371553	4.39940910282992	0.03439645985393	0.00523116421264	0.152084378300981	4.599	Pantheria	NA	NA	NA	NA	8	AnAge	6.04	Pantheria	NA	NA	NA	NA	NA	NA	NA	1.52583888855779	2.07944154167984	1.79840401194672	394518864	19.91	32636156	1.64	76939180	3.88	23333616	1.17	119112	NA	95093368	4.8	61143916	3.08	15356	NA	103900028	5.24	1337736	0.06	0.943739514123943	0.920409906889261	0.505711912922525	NA	7.95226648556822	0.002020002577637	0.356402426620561	0.000284507405301	0.380642457552206	4.84279970081201	18828736	18363282	10089560	NA	158657259	40301	7110656	5676	7594274	96619665	725	0.087422873917682	0.087422873917682	0.166003187470238	49	0.0429751902159174	0.0429751902159174	0.195196466198102	45	0.167220931847785	0.167220931847785	0.130083119788599	0.0653764	0.222391	0.179161	0.0411312	0.552678	0.156053
Mammalia	Pipistrellus_pipistrellus	59474	Chordata	Mammalia	Chiroptera	Vespertilionidae	GCA_903992545.1	7.3	2140167432.24725	794	25.5806148656372	4.16050492013788	0.03221739907511	0.005239930629897	0.162642881806831	4	Pantheria	NA	NA	NA	3020	16.7	Pantheria	5.28	Pantheria	NA	NA	243.86	Pantheria	NA	NA	NA	1.38629436111989	2.81540871942271	1.66392609771817	450473312	21.19	32916168	1.54	95006732	4.47	26258672	1.23	163640	NA	112739964	5.3	67497168	3.17	15832	NA	113344108	5.33	2530632	0.11	0.948522311040019	1.24775060302983	0.475856472520133	NA	8.02819350557085	0.004147824200321	0.51276147245632	0.000159531700012	0.450623875301515	4.38746740235596	20299966	26703952	10184125	NA	171816783	88770	10973954	3414	9644105	93899148	670	0.074855865031994	0.074855865031994	0.168574955134155	46	0.0467270154790081	0.0467270154790081	0.146755469239287	36	0.103708576602039	0.103708576602039	0.114445080905537	0.0653764	0.23292	0.169408	0.0411312	0.566133	0.163809
Mammalia	Myotis_myotis	51298	Chordata	Mammalia	Chiroptera	Vespertilionidae	GCA_014108235.1	12.4	2122260000	794	42.3217556977852	6.93145963327484	0.05330195931711	0.008729798026795	0.16378005871901	7.199	Pantheria	NA	730	NA	NA	22	Pantheria	25.7	Pantheria	NA	NA	347.68	Pantheria	NA	NA	NA	1.97394212748717	3.09104245335832	3.24649099190117	422467288	20.05	35776756	1.69	102608916	4.87	35146136	1.66	488048	0.02	122442052	5.81	56452660	2.68	139896	NA	61774960	2.93	7637864	0.36	0.734784385831801	1.80126172318838	0.760883831218587	NA	6.21939283790219	0.002949937313832	0.878756326428063	0.000274994156374	0.391766674958157	1.64843997065062	15594035	38227457	16147933	NA	131991686	62605	18649494	5836	8314307	34984182	689	0.147409738349241	0.147409738349241	0.167967605153622	49	0.0989357633334771	0.0989357633334771	0.161791313384799	44	0.218986493170597	0.218986493170597	0.123164341778284	0.217838	0.158765	0.171431	0.195926	0.309241	0.153023
Mammalia	Miniopterus_schreibersii	9433	Chordata	Mammalia	Chiroptera	Vespertilionidae	GCA_004026525.1	5.6	1887540000	848	84.5321125360921	11.9246259346819	0.099684094971807	0.014062058885238	0.141066224147545	NA	NA	NA	723.66	NA	4040	14	Pantheria	10.9	Pantheria	0.013302752293578	AnAge	577.91	Pantheria	NA	NA	NA	NA	2.63905732961526	2.3887627892351	350693180	18.66	23457908	1.24	167752	NA	35293332	1.87	70784	NA	140051492	7.45	51697992	2.75	11452	NA	99279084	5.28	662988	0.03	0.48569573552527	1.69607501838921	0.612190488246729	NA	9.18741266923109	0.003692227429701	0.004123786479926	0.000287706033483	0.811714622467348	5.57358513365384	9167701	32014094	11555340	NA	173416089	69692	77838	5431	15321438	105203649	746	0.293470400629727	0.293470400629727	0.14336001192348	48	0.211843128556135	0.211843128556135	0.176116910288143	49	0.427822512898559	0.427822512898559	0.109136114857583	0.425692	0.166008	0.192545	0.358511	0.344163	0.131664
Mammalia	Molossus_molossus	27622	Chordata	Mammalia	Chiroptera	Molossidae	GCA_014108415.1	8.6	2356980000	845	90.2001642	13.2951300214975	0.106745756449704	0.015733881682246	0.147395851652978	6.016	Pantheria	1.45869565217391	NA	NA	NA	5.6	AnAge	13.8	Pantheria	NA	NA	87.1	Pantheria	NA	NA	NA	1.79442258664754	1.7227665977411	2.62466859216316	536006264	22.89	15036848	0.64	269476	0.01	24843192	1.06	492704	0.02	258860988	11.05	119547696	5.1	17356	NA	113693512	4.85	3244096	0.13	0.168936217742766	2.87351503671635	0.383014958168359	NA	7.95351919498758	0.015632210711882	0.009982946444717	0.000103182908989	0.893718766211002	3.60851269317453	3981793	67728175	9027586	NA	187462857	368448	235296	2432	21064773	85051922	746	0.3049021217599	0.3049021217599	0.15331109377719	50	0.199830718503473	0.199830718503473	0.171332256444661	49	0.467123416819218	0.467123416819218	0.109549727530992	0.468309	0.14699	0.176044	0.393859	0.339463	0.1318
Mammalia	Anoura_caudifer	27642	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_004027475.1	5.2	2676524182.24776	839	59.5704456530063	8.77161320916452	0.071001723066754	0.010454842919147	0.147247735231973	5.866	Pantheria	3.27757009345794	NA	NA	7.5	NA	NA	10.7	Pantheria	NA	NA	NA	NA	NA	NA	NA	1.76917297055526	NA	2.37024374146786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	736	0.201075414344062	0.201075414344062	0.140614281927526	44	0.129078273379946	0.129078273379946	0.157826273017826	49	0.278046040932229	0.278046040932229	0.0950870859790968	0.185778	0.243705	0.160186	0.151057	0.551254	0.115501
Mammalia	Artibeus_jamaicensis	9417	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_014825515.1	5	2591700000	877	49.91093889	7.0355012719368	0.056910990752566	0.008022236342003	0.140961108494523	7.835	Pantheria	1.35817307692308	NA	NA	1000	10	Pantheria	41.6	Pantheria	0.008629807692308	AnAge	288.95	Pantheria	NA	NA	NA	2.05860087580798	2.30258509299405	3.72810016726722	561825044	21.82	23311508	0.9	102580	NA	32275596	1.25	218312	NA	139450176	5.41	25133400	0.97	9944	NA	333586492	12.95	7737036	0.3	0.122398735554875	0.539421388643019	0.368408075333485	NA	6.991526707488	0.006105953677718	0.00121186866886	0.000279662000506	0.120813984218673	5.82843575254947	3172208	13980184	9548032	NA	181199398	158248	31408	7248	3131136	151055569	773	0.163472487318327	0.163472487318327	0.139421847095037	49	0.120793820405288	0.120793820405288	0.113014723712022	50	0.239686270612227	0.239686270612227	0.0964884844514711	0.125014	0.328199	0.119463	0.101877	0.670055	0.124838
Mammalia	Sturnira_hondurensis	192404	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_014824575.2	5.1	2543429164.29107	857	48.33160583	6.95290730761198	0.056396272847141	0.008113077371776	0.14385839634768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	529399124	20.95	39101236	1.54	101428	NA	62831392	2.48	8008	NA	202713336	8.02	35060172	1.38	24072	NA	187088992	7.4	2470092	0.09	0.223675341899854	1.04499597764877	1.05824527645511	NA	8.61197627899898	0.000317077236391	0.003012233745715	0.000181186992223	0.231194602077128	6.04890508700599	5689024	26578732	26915719	NA	219039516	8065	76614	4608	5880271	153849616	752	0.161432578869722	0.161432578869722	0.146205654059975	47	0.141478542527702	0.141478542527702	0.145357044425838	46	0.228495568093258	0.228495568093258	0.109513122373168	0.125014	0.390466	0.147866	0.101877	0.653593	0.129555
Mammalia	Tonatia_saurophila	171122	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_004024845.1	4.7	2554641162.6469	841	73.9110740873554	9.67330410292131	0.087884749212075	0.011502145187778	0.130877601528134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	568543108	22.35	55140872	2.16	146956	NA	66540276	2.61	76464	NA	216066612	8.49	40865836	1.6	10508	NA	188486132	7.41	1209452	0.04	0.994284632071149	2.93699453569756	1.19288759050784	NA	15.3353121066898	0.004426299037135	0.004462580176783	0.000435373675784	0.839654414888619	9.36216668063491	25400404	75029671	30473997	NA	391762195	113076	114003	11122	21450157	239169764	735	0.25517979526309	0.25517979526309	0.131224479781582	48	0.193241682250419	0.193241682250419	0.13285112799575	48	0.312967533055284	0.312967533055284	0.107290879877486	0.19755	0.336753	0.137138	0.163992	0.557899	0.134159
Mammalia	Desmodus_rotundus	9430	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_002940915.2	6.4	2337420000	860	57.9796693525	8.734351754962	0.067418220177326	0.010156222970886	0.150645077015869	7.8	Pantheria	0.810606060606061	NA	NA	31.5	19.5	Pantheria	33	Pantheria	0.005878787878788	AnAge	285	AnAge	NA	NA	NA	2.05412373369555	2.9704144655697	3.49650756146648	313340880	13.55	32219056	1.39	1424	NA	31630520	1.36	4460	NA	176177912	7.62	21180556	0.91	2648	NA	50377636	2.17	1746276	0.07	0.133492952586053	0.764956295987342	0.393962834093951	NA	2.95853911682531	0.000108859583889	6.22054765079463e-05	7.77568456349329e-05	0.038131957099371	1.62760629283041	3120291	17880241	9208566	NA	69153485	2545	1454	1818	891304	38043995	755	0.196135760391517	0.196135760391517	0.150995274797765	48	0.150652736035952	0.150652736035952	0.153398838493372	48	0.279400993165182	0.279400993165182	0.112016850115561	0.219961	0.235905	0.156067	0.189555	0.420591	0.139097
Mammalia	Micronycteris_hirsuta	148065	Chordata	Mammalia	Chiroptera	Phyllostomidae	GCA_004026765.1	6.4	2190720000	787	66.3289459937852	9.21557140359172	0.084280744591849	0.011709747653865	0.138937401544948	NA	NA	NA	NA	NA	NA	NA	NA	12.8	Pantheria	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54944517092557	460287864	21.1	48673036	2.23	105260	NA	57131816	2.61	65040	NA	192212124	8.81	34482788	1.58	10388	NA	125909384	5.77	1698028	0.07	0.759935013502262	2.40372355068119	1.07866102144318	NA	11.448803711391	0.002955467022899	0.003842107129769	0.00021110478735	0.661095752065027	6.53821081092949	16648048	52658853	23630443	NA	250811233	64746	84170	4625	14482757	143233892	690	0.246209370947809	0.246209370947809	0.137621708874398	41	0.203801241563751	0.203801241563751	0.130188049878422	48	0.305092995483451	0.305092995483451	0.101977557243858	0.219961	0.321708	0.134772	0.189555	0.466067	0.125494
Mammalia	Mormoops_blainvillei	118852	Chordata	Mammalia	Chiroptera	Mormoopidae	GCA_004026545.1	2.7	2561737726.1023	869	77.436882496439	10.9605853211733	0.089110336589688	0.012612871485815	0.141542182069085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	546344892	21.41	61721988	2.41	137436	NA	58359308	2.28	69584	NA	219248376	8.59	38268472	1.49	8552	NA	167595792	6.56	935384	0.03	0.869400638858962	2.25933990869621	0.983432005747999	NA	12.348715632213	0.003541346797796	0.003698739988809	0.00035413467978	0.702996687660295	7.52595216978318	22271764	57878363	25192949	NA	316341707	90720	94752	9072	18008931	192795156	758	0.259027543612495	0.259027543612495	0.14401712011037	49	0.179838814552636	0.179838814552636	0.150787963300496	49	0.380713663890996	0.380713663890996	0.10721200633368	0.345544	0.183099	0.154065	0.294501	0.376469	0.128689
Mammalia	Noctilio_leporinus	94963	Chordata	Mammalia	Chiroptera	Noctilionidae	GCA_004026585.1	10.1	2317860000	802	118.0071412	17.1028304831922	0.147141073815461	0.021325225041387	0.144930470387433	9.617	Pantheria	0.877446102819237	NA	NA	NA	11.5	Pantheria	60.3	Pantheria	0.006633499170813	AnAge	NA	NA	NA	NA	NA	2.26353236573034	2.4423470353692	4.09933210373314	555413416	24.06	48392788	2.09	114244	NA	38751596	1.67	92836	NA	232870284	10.09	44262292	1.91	13392	NA	187988848	8.14	2926740	0.12	0.752503191936178	2.46831098412947	0.77667455493381	NA	13.3339369526293	0.003190939009588	0.003430259435308	0.000478640851438	0.809182246093991	8.51689542375471	17441970	57211993	18002229	NA	309061991	73961	79509	11094	18755712	197409712	708	0.427251343504379	0.427251343504379	0.145596508020552	45	0.27904116310246	0.27904116310246	0.144858325369998	50	0.565298654714909	0.565298654714909	0.113446222759032	0.403232	0.242246	0.149156	0.341055	0.473743	0.138602
Mammalia	Macroglossus_sobrinus	326083	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_004027375.1	2	2102700000	884	60.021782860274	8.54804198072993	0.067897944412075	0.009669730747432	0.142415662670819	NA	NA	NA	NA	NA	5.25	NA	NA	21.8	Pantheria	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08190996979504	362915256	17.33	24964908	1.19	124384	NA	41171616	1.96	73100	NA	172741176	8.25	11516920	0.55	6284	NA	109145624	5.21	3171244	0.15	0.486940792376246	1.85943704226595	0.693417453454513	NA	9.29409688520251	0.003529515573987	0.004014823965411	0.000352951557399	0.318141710050296	5.92764493073326	10238904	39098383	14580489	NA	195426975	74215	84420	7422	6689566	124640590	772	0.183866660952067	0.183866660952067	0.145637296242936	50	0.103207934283367	0.103207934283367	0.189300957348077	46	0.290815467521551	0.290815467521551	0.0928832166822042	0.282225	0.126651	0.190601	0.253598	0.322503	0.114362
Mammalia	Pteropus_giganteus	143291	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_902729225.1	3.2	2132040000	884	5.20662964046256	0.923169137810915	0.00588985253446	0.001044308979424	0.177306473008305	NA	NA	0.460880195599022	NA	NA	550	31.4	Pantheria	818	Pantheria	0.001982885085575	AnAge	344.09	Pantheria	NA	NA	NA	NA	3.44680789291421	6.70686233660275	328496344	15.52	17975776	0.84	209120	NA	32925976	1.55	8168	NA	157845052	7.45	6221776	0.29	5808	NA	107640728	5.08	5663940	0.26	0.157350490243606	0.713065372277941	0.377365615486126	NA	5.40176297867259	0.000280664081836	0.005000923639978	0.000204119332244	0.066670476894202	4.08108538413727	3354775	15202839	8045586	NA	115167747	5984	106622	4352	1421441	87010373	537	0.020046033796497	0.020046033796497	0.194922415761344	34	0.0121195005214763	0.0121195005214763	0.173553222037492	34	0.0410226647782606	0.0410226647782606	0.141277254642021	0.0745277	0.0435425	0.178833	0.0578504	0.116033	0.150939
Mammalia	Pteropus_pselaphon	1496133	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_014363405.1	3.4	2345658105.45392	878	5.01347505728031	1.04381607573152	0.005710108265695	0.001188856578282	0.208202108079853	NA	NA	NA	NA	NA	NA	16.7	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81540871942271	NA	447705956	19.21	24955516	1.07	105452	NA	41992316	1.8	317724	0.01	155199840	6.66	12573044	0.53	6408	NA	198187036	8.5	14368224	0.61	0.336029901580875	1.07019458318969	0.560576880707311	NA	10.4929250723823	0.012623153507396	0.001892177014456	0.000285122563822	0.286081612445859	8.2245677153129	7882113	25103106	13149217	NA	246128147	296096	44384	6688	6710497	192920239	542	0.020181833805164	0.020181833805164	0.223260933236765	38	0.0121354626650048	0.0121354626650048	0.237867801325073	40	0.0290405473602606	0.0290405473602606	0.152445176368658	0.0745277	0.0552	0.17972	0.0578504	0.128213	0.136356
Mammalia	Rousettus_aegyptiacus	9407	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_014176215.1	2.7	2063580000	887	49.0084932938788	7.08285688997797	0.055251965382051	0.007985182514068	0.144523049249968	NA	NA	NA	NA	NA	NA	22.9	AnAge	125	AnAge	0.005472	AnAge	365	AnAge	NA	NA	NA	NA	3.13113691056019	4.8283137373023	184355140	8.99	10155192	0.49	142004	NA	21977872	1.07	59448	NA	102451312	5	4837864	0.23	3588	NA	40828936	1.99	3898924	0.19	0.091198543899875	0.365371033859108	0.274584531573238	NA	2.63398975225037	0.001812983101624	0.005988338123546	0.000137347204668	0.049911974176528	1.84462789757964	1881955	7539724	5666271	NA	54354486	37412	123574	2834	1029974	38065372	773	0.156516450541185	0.156516450541185	0.153523437822323	50	0.113808408148528	0.113808408148528	0.182631367684543	47	0.221899823431359	0.221899823431359	0.121906063778343	0.251297	0.150804	0.19619	0.220311	0.285703	0.147589
Mammalia	Megaderma_lyra	9413	Chordata	Mammalia	Chiroptera	Megadermatidae	GCA_004026885.1	6.3	3178033974.77585	847	125.7253279	16.736795588542	0.148436042384888	0.019760089242671	0.133121908434028	7.399	Pantheria	NA	709.72	NA	350	14	Pantheria	38.9	Pantheria	NA	NA	522.62	Pantheria	NA	NA	NA	2.00134485594341	2.63905732961526	3.6609942506244	1152651176	36.41	131601400	4.15	410808	0.01	92777212	2.93	254148	NA	386362032	12.2	21527948	0.68	6236	NA	516467052	16.31	3243548	0.1	1.46561275001895	5.41871999304747	1.5047524256925	NA	23.1132471943291	0.006629005037092	0.011450099609523	0.000285459547052	0.477161491760845	14.2283187923412	46577671	172208762	47821543	NA	734546849	210672	363888	9072	15164354	452180805	744	0.426907180013256	0.426907180013256	0.138971443084528	49	0.285717600005139	0.285717600005139	0.14185804519476	47	0.577911581112907	0.577911581112907	0.105162457829265	0.580382	0.168905	0.144958	0.51104	0.326508	0.126844
Mammalia	Ceratotherium_simum_simum	73337	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_000283155.1	4	2988519439.83029	885	8.03920684357526	1.613419012814	0.009083849540763	0.001823072330863	0.200693805273016	259.16	Pantheria	NA	2463.75	0.48	3.75	50	Pantheria	2260000	Pantheria	NA	NA	2368.44	Pantheria	NA	NA	NA	5.55744563158176	3.91202300542815	14.6308753712485	674084924	22.8	20113812	0.68	63528	NA	98518904	3.33	94764	NA	204078304	6.9	66066288	2.23	4860	NA	280031228	9.47	5113236	0.17	0.275136458808199	2.78136480446497	1.98607789469386	NA	14.0670941269625	0.002041579517505	0.001491453300213	3.66750811527858e-05	0.89455412942465	8.12110991998597	8222507	83121628	59354324	NA	420397843	61013	44572	1096	26733924	242700949	662	0.027301147946404	0.027301147946404	0.221069376384713	45	0.0184764970841881	0.0184764970841881	0.271503279687445	47	0.0460945134323493	0.0460945134323493	0.113525762331324	0.181533	0.0341792	0.267183	0.147027	0.0872021	0.158465
Mammalia	Diceros_bicornis	9805	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_004027315.2	3	3266520000	899	9.02362757301846	1.96757059582682	0.010037405531722	0.002188621352421	0.218046520637671	284.999	Pantheria	NA	2053.12	0.11	1	47	Pantheria	977000	Pantheria	NA	NA	1905.11	Pantheria	NA	NA	NA	5.65248567149056	3.85014760171006	13.7922419310249	1198193616	36.84	50730032	1.56	263140	NA	149660700	4.6	152092	NA	300087096	9.22	63203380	1.94	14968	NA	626450156	19.26	7631656	0.23	0.72013020858944	3.18025410125368	1.95326543167382	NA	20.4909429851161	0.004288928445375	0.002786437588715	0.000273180155756	0.854288983081407	13.7667500412502	23523197	103883636	63803806	NA	669340751	140099	91020	8923	27905520	449693643	692	0.030063126276212	0.030063126276212	0.223327814041806	48	0.0209756128468698	0.0209756128468698	0.199593154891477	50	0.053176581974781	0.053176581974781	0.140501457293971	0.181533	0.0366656	0.216168	0.147027	0.104045	0.163734
Mammalia	Rhinoceros_unicornis	9809	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_019022865.1	2.7	3059929732.78371	901	18.4177776984542	3.48349413248992	0.020441484681969	0.003866253199212	0.189137592467646	374.652	Pantheria	NA	2618.87	3.36	1.75	49	Pantheria	1830000	Pantheria	NA	NA	1750.87	Pantheria	NA	NA	NA	5.92599759511183	3.89182029811063	14.4198265248176	898546232	29.56	38307452	1.26	141508	NA	123165232	4.05	66088	NA	288495980	9.49	76262344	2.5	11984	NA	364416728	11.99	7678916	0.25	0.452839020560084	2.77558308308781	1.62502618848537	NA	16.0340723991295	0.001509966724108	0.001207973379287	0.000132122088359	0.809002421609134	10.3554650414391	13856556	84930892	49724660	NA	490631349	46204	36963	4043	24754906	316869954	759	0.059318160636844	0.059318160636844	0.199455980116296	49	0.0397416481786239	0.0397416481786239	0.24043274452966	49	0.104274300818739	0.104274300818739	0.138454274207722	0.304801	0.0458849	0.232423	0.257332	0.115781	0.166042
Mammalia	Tapirus_indicus	9802	Chordata	Mammalia	Perissodactyla	Tapiridae	GCA_004024905.1	2.2	2689500000	852	18.7879776764543	3.44792174752077	0.022051616991144	0.004046856511175	0.183517449663665	222.485	Pantheria	NA	NA	0.11	1	30	Pantheria	308000	Pantheria	NA	NA	975.57	Pantheria	NA	NA	NA	5.40485968360342	3.40119738166216	12.6378550619557	617424848	23.05	41040308	1.53	290520	0.01	94921156	3.54	105604	NA	239514600	8.94	47022156	1.75	10976	NA	193203168	7.21	1315964	0.04	0.723543913041107	2.86182649671941	1.21641687255592	NA	13.6787159600984	0.004670004526837	0.006715261983845	0.000340876242835	0.784969811999935	8.07996002203424	19459714	76968824	32715532	NA	367889066	125600	180607	9168	21111763	217310525	704	0.064436530596213	0.064436530596213	0.193866518219217	44	0.0480034925997634	0.0480034925997634	0.241795675553623	50	0.093311938832984	0.093311938832984	0.116722724913816	0.264496	0.0430992	0.245754	0.229236	0.116283	0.14534
