Phylum	SubPhylum	Class	Order	Family	Species	Accession_assembly	Assembly_size	Reads_assembly	Cvalue	Chromnum	Method	Celltype	Stdsp	Date	Reference	Notes
Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca nemestrina	GCA_000956065.1	2948703511	LR-SR	3481680000	42	FD	LK	HS	1982	Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.	one measure
Chordata	Vertebrata	Mammalia	Primates	Cheirogaleidae	Microcebus murinus	GCA_000165445.3	2487409138	LR-SR	3051360000	66	FD	LK	HS	1982	Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.	one measure
Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	GCA_002880755.3	3050398082		3550140000	NA	FD	LK	HS	1983	Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.	most recent
Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates moloch	GCA_009828535.2	2848329432	LR-SR	3168720000	44	FD	LK	HS	1983	Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.	one measure
Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Lemur catta	GCA_004024665.1	2298449872	SR	3041580000	56	FD	LK	HS	1982	Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.	most recent
Chordata	Vertebrata	Mammalia	Proboscidea	Elephantidae	Loxodonta africana	GCA_000001905.1	3196738102		4342320000	NA	FD	TC	GD, MM	2007	Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Psittacus erithacus	GCA_009867235.1	1118034822	SR	1300740000	66	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittaculidae	Melopsittacus undulatus	GCA_012275295.1	1171617451	LR-SR	997560000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	most recent
Nematoda		Chromadorea	Rhabditida	Ascarididae	Ascaris lumbricoides	GCA_015227635.1	295967828	SR	489000000	NA	FD	TS	NS	1976	Moritz, K.B. and G.E. Roth (1976). Complexity of germline and somatic DNA in Ascaris. Nature 259: 55-57.	average of most recent ones
Nematoda		Chromadorea	Rhabditida	Heteroderidae	Heterodera glycines	GCA_004148225.2	157978452	LR	58680000	NA	FD	VHC	MI	1972	Lapp, N.A. and A.C. Triantaphyllou (1972). Relative DNA content and chromosomal relationships of some Meloidogyne, Heterodera, and Meloidodera spp. (Nematoda: Heteroderidae). Journal of Nematology 4: 287-291.	one measure
Nematoda		Chromadorea	Rhabditida	Heteroderidae	Heterodera schachtii	GCA_019095935.1	179246932	LR	58680000	NA	FD	VHC	MI	1972	Lapp, N.A. and A.C. Triantaphyllou (1972). Relative DNA content and chromosomal relationships of some Meloidogyne, Heterodera, and Meloidodera spp. (Nematoda: Heteroderidae). Journal of Nematology 4: 287-291.	one measure
Nematoda		Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne arenaria	GCA_017562155.1	281698354	LR	48900000	NA	FD	VHC	MI	1972	Lapp, N.A. and A.C. Triantaphyllou (1972). Relative DNA content and chromosomal relationships of some Meloidogyne, Heterodera, and Meloidodera spp. (Nematoda: Heteroderidae). Journal of Nematology 4: 287-291.	one measure
Nematoda		Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne graminicola	GCA_014773135.1	41549413	LR-SR	29340000	NA	FD	VHC	MI	1972	Lapp, N.A. and A.C. Triantaphyllou (1972). Relative DNA content and chromosomal relationships of some Meloidogyne, Heterodera, and Meloidodera spp. (Nematoda: Heteroderidae). Journal of Nematology 4: 287-291.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Caviidae	Cavia porcellus	GCA_000151735.1	2723219641	Sanger	3559920000	NA	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Mesocricetus auratus	GCA_017639785.1	2457078271	LR	3511020000	NA	FD	KC	MM	1982	Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Microtus agrestis	GCA_902806775.1	2258814014		3344760000	50	FD	KC	MM	1982	Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Microtus oeconomus	GCA_007455595.1	2306554743	SR	2552580000	30	FD	BR	MA	1968	Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wuhlmausen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung fur Verebungsforschung 43: 88-91.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Microtus oregoni	GCA_018167655.1	3017107361	LR	2885100000	18	FD	LV	MM	1965	Atkin, N.B., G. Mattinson, W. Becak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Cricetidae	Sigmodon hispidus	GCA_004025045.1	2730600022	SR	3872880000	52	FD	LV	HS	1972	Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Mus musculus	GCA_000001635.9	2728222451		2865540000	NA	FD	LK	GD	1997	Capparelli, R., C. Cottone, L. DApice, M. Viscardi, L. Colantonio, S. Lucretti, and D. Iannelli (1997). DNA content differences in laboratory mouse strains determined by flow cytometry. Cytometry 29: 261-266.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Rattus norvegicus	GCA_015227675.2	2647915728	LR-SR	3070920000	NA	FD	LK	HS	1985	Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.	most recent
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Rattus rattus	GCA_011064425.1	2382787281	LR-SR	3070920000	NA	FD	LK	HS	1985	Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.	most recent
Chordata	Vertebrata	NA	Rodentia	Sciuridae	Sciurus carolinensis	GCA_902686445.2	2815413801		5066040000	40	FD	LV	HS	1972	Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Coregonus clupeaformis	GCA_018398675.1	2682612311	LR	3364320000	80	FD	CE	TH	1968	Booke, H.E. (1968). Cytotaxonomic studies of the coregonine fishes of the Great Lakes, USA: DNA and karyotype analysis. Journal of the Fisheries Research Board of Canada 25: 1667-1687.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus gorbuscha	GCA_017355495.1	2533396071	LR-SR	2180940000	NA	FD	LV	OM	1963	Ojima, Y., K. Maeki, S. Takayama, and S. Nogusa (1963). A cytotaxonomic study on the Salmonidae. The Nucleus 6: 91-98.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus keta	GCA_012931545.1	1853104330	LR-SR	2699280000	NA	FD	LV	OM	1963	Ojima, Y., K. Maeki, S. Takayama, and S. Nogusa (1963). A cytotaxonomic study on the Salmonidae. The Nucleus 6: 91-98.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus kisutch	GCA_002021735.2	2375911593	LR-SR	2982900000	NA	FD	RBC	HS	1969	Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus mykiss	GCA_013265735.3	2341688614	LR	2542800000	60	FD	RBC	GD, XL	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	most recent
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus nerka	GCA_006149115.1	1927141915	LR-SR	2973120000	56	FD	LV	OM	1963	Ojima, Y., K. Maeki, S. Takayama, and S. Nogusa (1963). A cytotaxonomic study on the Salmonidae. The Nucleus 6: 91-98.	one measure
Chordata	Vertebrata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus oculatus	GCA_000242695.1	945878036	SR	1408320000	NA	FD	RBC	HS	1969	Ohno, S., J. Muramoto, C. Stenius, L. Christian, W.A. Kittrell, and N.B. Atkin (1969a). Microchromosomes in Holocephalian, Chondrostean and Holostean fishes. Chromosoma 26: 35-40.	one measure
Chordata	Vertebrata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus punctatus	GCA_001660625.2	821751792		1036680000	NA	FD	RBC	HS	1968	Muramoto, J., S. Ohno, and N.B. Atkin (1968). On the diploid state of the fish order Ostariophysi. Chromosoma 24: 59-66.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Dactyloidae	Anolis carolinensis	GCA_000090745.2	1799143587	SR	2992680000	36	FD	RBC	PS	1976	Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.	most recent
Chordata	Vertebrata	Lepidosauria	Squamata	Lacertidae	Lacerta viridis	GCA_900245905.1	1439843026		2493900000	38	FD	RBC	PS	1981	Olmo, E. (1981). Evolution of genome size and DNA base composition in reptiles. Genetica 57: 39-50.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Lacertidae	Podarcis muralis	GCA_004329235.1	1511020169	LR-SR	2308080000	38	FD	RBC	PS	1976	Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.	one measure
Chordata	Vertebrata	Lepidosauria	Squamata	Viperidae	Bothrops jararaca	GCA_018340635.1	1672323932	LR-SR	2200500000	36	FD	RBC	HS	1965	Atkin, N.B., G. Mattinson, W. Becak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.	one measure
Chordata	Vertebrata	Aves	Strigiformes	Strigidae	Bubo bubo	GCA_010303855.1	1258069325	SR	1388760000	80	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Strigiformes	Tytonidae	Tyto alba	GCA_018691265.1	1249867532	LR	1496340000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	NA	Testudines	Cheloniidae	Chelonia mydas	GCA_015237465.2	2134375114	LR-SR	2581920000	56	FD	RBC	GD	1949	Mirsky, A.E. and H. Ris (1949). Variable and constant components of chromosomes. Nature 163: 666-667.	one measure
Chordata	Vertebrata	NA	Testudines	Chelydridae	Chelydra serpentina	GCA_018859375.1	2257717881	LR-SR	2748180000	52	FD	RBC	PS	1976	Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.	most recent
Chordata	Vertebrata	NA	Testudines	Platysternidae	Platysternon megacephalum	GCA_003942145.1	2319087892	SR	2640600000	54	FD	RBC	PS	1976	Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.	one measure
